1,-0.26336,3.9313,9.0959
2,-0.088585,3.8403,9.3904
3,0.41898,3.7637,9.4454
4,0.35195,3.778,8.8565
5,-0.011971,3.893,8.2483
6,-0.16281,3.8283,8.5045
7,0.064643,3.6775,9.309
8,0.38307,3.541,9.5843
9,0.39265,3.5937,9.6944
10,0.1652,3.7062,9.4358
11,0.038307,3.8547,8.8756
12,-0.17238,3.96,8.38
13,-0.42138,3.984,8.198
14,-0.54588,4.0223,8.9331
15,-0.25618,3.9049,9.4167
16,0.09098,3.881,9.4406
17,0.25378,3.8403,9.0049
18,0.009577,3.8738,9.0049
19,-0.22506,3.7924,8.8948
20,-0.16281,3.893,8.5811
21,-0.007183,3.9073,8.945
22,0.038307,3.8259,9.3904
23,-0.064643,4.0175,9.5244
24,-0.38307,3.8762,9.1414
25,-0.43814,3.8978,8.6793
26,-1.1349,3.1412,8.4183
27,0.72305,3.3734,8.5093
28,0.29449,3.8475,9.309
29,-1.0127,3.5003,9.637
30,-1.7262,3.158,9.4478
31,-1.9297,3.1508,9.0576
32,-1.3695,3.4093,9.0456
33,0.5363,3.9576,9.0264
34,3.8427,5.8158,8.3776
35,2.885,5.9212,8.6458
36,-0.60094,3.45,8.0879
37,-0.25378,3.5458,8.8445
38,0.019154,3.9887,9.3329
39,0.40223,3.8882,9.3209
40,0.38068,3.6512,9.388
41,1.3431,2.7533,9.1701
42,0.026336,3.5434,9.467
43,0.019154,3.948,8.7631
44,-0.44772,3.7852,8.7056
45,-0.39265,3.5745,8.3489
46,-0.45011,3.383,8.6649
47,-0.071826,3.5889,9.2347
48,0.32561,3.5889,9.4502
49,0.26336,3.7469,9.1629
50,0.10534,3.8116,8.9402
51,0.035913,3.6823,9.06
52,-0.031125,3.4237,9.1414
53,0.098162,3.5817,9.1845
54,-0.002394,3.8164,9.0264
55,0.11013,3.8523,8.9857
56,-0.007183,3.6895,8.6721
57,0.069432,3.6655,8.7583
58,-0.18196,3.4931,9.297
59,-0.4142,3.5099,9.3401
60,-0.33758,3.5195,9.3521
61,-0.019154,3.3686,9.3784
62,-0.16999,3.1196,9.6034
63,-0.27773,3.9241,9.2946
64,-0.49321,3.7996,8.9618
65,-0.48124,3.5362,8.9426
66,-0.4142,3.3734,9.1653
67,-0.009577,4.0151,8.5117
68,0.20111,4.051,8.4039
69,-0.17478,3.9193,8.811
70,-0.32082,3.6296,9.206
71,-0.55306,3.4907,9.4335
72,-0.83558,3.6128,9.0983
73,-0.47884,3.8235,8.4494
74,-0.36631,4.0821,8.3465
75,-0.43096,3.9313,8.4518
76,-0.51715,3.4955,8.8995
77,-0.59137,3.3423,9.2084
78,-0.064643,3.3232,9.2276
79,-0.081403,3.711,9.2706
80,-0.026336,4.0677,8.9738
81,-0.32322,3.5793,9.0815
82,-0.37828,3.1771,9.3664
83,-0.098162,3.462,9.5364
84,-0.14126,3.7541,9.2778
85,-0.16281,3.8475,8.9762
86,-0.16999,3.6751,8.7679
87,-0.34237,3.4285,8.7391
88,-0.70868,3.5458,8.8588
89,0,4.0055,8.8373
90,0.19632,3.9049,9.297
91,0.24421,3.3591,9.625
92,-0.29209,3.462,9.4765
93,-0.021548,3.0718,9.0911
94,-0.076614,3.3926,8.7679
95,-0.52433,4.2569,8.89
96,-0.5794,3.8786,9.1821
97,0.44293,4.0055,10.089
98,0.39504,3.7062,10.073
99,-0.23463,3.5793,9.8955
100,-0.85473,3.5554,9.2228
101,-1.2282,3.5147,8.0281
102,-0.67277,3.2034,8.5404
103,-0.59616,3.4429,9.4742
104,-0.87149,3.4117,8.775
105,-1.312,3.6871,7.5827
106,-1.0965,3.8882,7.0416
107,-0.92177,3.6751,7.566
108,-0.92177,3.5554,8.5787
109,-1.5395,3.316,9.6513
110,-1.5036,3.2753,9.8836
111,-1.1037,3.5195,9.3664
112,-1.2809,3.4117,8.8493
113,-1.3791,3.6128,8.4758
114,-1.6352,3.893,8.0903
115,-2.1907,3.8259,8.2052
116,-1.9776,3.7158,8.7535
117,-1.9776,3.7158,8.7535
118,-1.9776,3.7158,8.7535
119,-1.9776,3.7158,8.7535
120,-2.3367,4.0223,8.4399
121,-1.6448,3.3232,8.2364
122,-1.664,3.5123,8.5213
123,-2.0255,3.2753,8.6817
124,-1.6233,3.5027,9.4119
125,-1.9968,2.9257,8.6793
126,-1.4174,2.4684,8.4877
127,-1.5203,2.5067,8.1933
128,-2.5977,1.9178,8.1166
129,-3.2394,1.7095,7.6977
130,-3.8523,1.5371,7.5157
131,-2.7892,1.9489,6.91
132,-4.7142,0.62489,7.2499
133,-4.8914,1.0606,7.8581
134,-6.3952,1.1803,7.1973
135,-6.2516,2.1308,7.2763
136,-4.458,1.4102,7.9682
137,-5.6554,-0.50039,8.1382
138,-6.8286,0.55785,7.0728
139,-7.1997,0.30646,6.5437
140,-5.7296,-0.038307,6.5173
141,-5.902,0.30885,7.0321
142,-1.5131,2.5331,8.9474
143,-0.85952,2.2266,9.7998
144,-0.69911,1.8675,10.224
145,-0.97444,1.9609,9.7902
146,-1.4509,2.32,9.5771
147,-1.6161,2.6504,9.7375
148,-1.3455,2.7797,9.5723
149,-1.4437,3.0885,8.7583
150,-1.8603,3.1532,8.3656
151,-1.5299,2.648,8.9738
152,-0.66798,2.0399,10.097
153,-0.17238,1.6999,10.92
